algoritmo;probabilidade_erro;size_of_array;largest_sorted_subarray;k_unordered_sequence;percentual_k_unordered
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;29;2807;28.07
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2790;27.90
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2790;27.90
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;22;2838;28.38
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2790;27.90
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;24;2829;28.29
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;24;2829;28.29
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2790;27.90
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;22;2838;28.38
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;29;2807;28.07
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;18;2857;28.57
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;16;2876;28.76
merge;0.05;10000;18;2804;28.04
merge;0.05;10000;16;2823;28.23
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;24;2807;28.07
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;18;2873;28.73
merge;0.05;10000;29;2807;28.07
merge;0.05;10000;21;2890;28.90
merge;0.05;10000;21;2818;28.18
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;17;2817;28.17
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;18;2832;28.32
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;21;2809;28.09
merge;0.05;10000;17;2816;28.16
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;24;2809;28.09
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;17;2833;28.33
merge;0.05;10000;20;2837;28.37
merge;0.05;10000;18;2824;28.24
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;20;2835;28.35
merge;0.05;10000;17;2829;28.29
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;15;2857;28.57
merge;0.05;10000;14;2826;28.26
merge;0.05;10000;17;2829;28.29
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;19;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;19;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;15;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;14;14.00
merge;0.05;100;26;17;17.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;19;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;19;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;14;14;14.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;13;19;19.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;15;15.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;19;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;19;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;14;15;15.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;13;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;19;19.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;22;22.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;22;22.00
merge;0.05;100;18;18;18.00
merge;0.05;100;19;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;17;24;24.00
merge;0.05;100;10;27;27.00
merge;0.05;100;24;11;11.00
merge;0.05;100;19;19;19.00
merge;0.05;100;24;11;11.00
merge;0.05;100;10;27;27.00
merge;0.05;100;14;14;14.00
merge;0.05;100;13;19;19.00
merge;0.05;100;13;19;19.00
merge;0.05;100;14;14;14.00
merge;0.05;100;14;14;14.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;19;19.00
merge;0.05;100;15;19;19.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;18;12;12.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;18;12;12.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;26;17;17.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;18;12;12.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;14;15;15.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;17;24;24.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;14;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;14;14;14.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;18;12;12.00
merge;0.05;100;14;14;14.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;10;22;22.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;13;15;15.00
merge;0.05;100;10;22;22.00
merge;0.05;100;15;20;20.00
merge;0.05;100;13;15;15.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;20;20.00
merge;0.05;100;15;15;15.00
merge;0.05;100;15;15;15.00
merge;0.05;100;16;14;14.00
merge;0.05;100;15;15;15.00
merge;0.05;100;16;14;14.00
merge;0.05;100;16;14;14.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;26;17;17.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;18;18.00
merge;0.05;100;26;17;17.00
merge;0.05;100;11;18;18.00
merge;0.05;100;11;18;18.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;17;24;24.00
merge;0.05;100;24;11;11.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;23;16;16.00
merge;0.05;100;19;19;19.00
merge;0.05;100;19;19;19.00
merge;0.05;100;23;16;16.00
merge;0.05;100;17;24;24.00
merge;0.05;100;19;19;19.00
merge;0.05;100;18;12;12.00
merge;0.05;100;18;12;12.00
merge;0.05;100;11;18;18.00
